"country","date","lc_class","lc_desc","function (x, y = NULL, na.rm = FALSE, use) 
{
    if (missing(use)) 
        use <- if (na.rm) 
            ""na.or.complete""
        else ""everything""
    na.method <- pmatch(use, c(""all.obs"", ""complete.obs"", ""pairwise.complete.obs"", ""everything"", ""na.or.complete""))
    if (is.na(na.method)) 
        stop(""invalid 'use' argument"")
    if (is.data.frame(x)) 
        x <- as.matrix(x)
    else stopifnot(is.atomic(x))
    if (is.data.frame(y)) 
        y <- as.matrix(y)
    else stopifnot(is.atomic(y))
    .Call(C_cov, x, y, na.method, FALSE)
}"
"ZW",2022-04-16,180,"Flooded Vegetation",2.34414280898002e-06
"BW",2022-04-16,190,"Built areas",9.96418634713336e-07
"ZW",2022-04-16,190,"Built areas",7.38450003333199e-07
"BW",2022-04-16,200,"Bare areas",9.83278003549198e-07
"ZW",2022-04-16,200,"Bare areas",7.0088447046146e-07
"ZW",2022-04-16,210,"Water bodies",2.38748656477622e-06
"BW",2022-05-16,10,"Crops rainfed",1.74223618278809e-06
"ZW",2022-05-16,10,"Crops rainfed",1.50935242832528e-06
"BW",2022-05-16,30,"Crop-tree mosaic",2.14034503452736e-06
"ZW",2022-05-16,30,"Crop-tree mosaic",1.82661788984165e-06
"BW",2022-05-16,60,"Woodland",1.60817575254302e-06
"ZW",2022-05-16,60,"Woodland",1.48714724039458e-06
"BW",2022-05-16,120,"Shrubland",1.77749021751594e-06
"ZW",2022-05-16,120,"Shrubland",1.47525207416031e-06
"BW",2022-05-16,130,"Grassland",1.8154409881583e-06
"ZW",2022-05-16,130,"Grassland",1.70883488844912e-06
"BW",2022-05-16,180,"Flooded Vegetation",1.41467334337043e-06
"ZW",2022-05-16,180,"Flooded Vegetation",1.02517020358834e-06
"BW",2022-05-16,190,"Built areas",1.40779923185619e-06
"ZW",2022-05-16,190,"Built areas",1.1200659132084e-06
"BW",2022-05-16,200,"Bare areas",1.45390524911471e-06
"ZW",2022-05-16,200,"Bare areas",1.05569506558822e-06
"ZW",2022-05-16,210,"Water bodies",1.06098148346172e-06
"BW",2022-06-16,10,"Crops rainfed",1.30206312722018e-06
"ZW",2022-06-16,10,"Crops rainfed",1.2161796984442e-06
"BW",2022-06-16,30,"Crop-tree mosaic",1.78824879915926e-06
"ZW",2022-06-16,30,"Crop-tree mosaic",1.51596244849758e-06
"BW",2022-06-16,60,"Woodland",1.24635260178112e-06
"ZW",2022-06-16,60,"Woodland",1.18630606982749e-06
"BW",2022-06-16,120,"Shrubland",1.20731796601078e-06
"ZW",2022-06-16,120,"Shrubland",6.9518396484395e-07
"BW",2022-06-16,130,"Grassland",1.14846678872785e-06
"ZW",2022-06-16,130,"Grassland",9.53839033681479e-07
"BW",2022-06-16,180,"Flooded Vegetation",9.25754310063329e-07
"ZW",2022-06-16,180,"Flooded Vegetation",1.20395414317278e-06
"BW",2022-06-16,190,"Built areas",9.21454841318337e-07
"ZW",2022-06-16,190,"Built areas",2.65386029153625e-07
"BW",2022-06-16,200,"Bare areas",9.65446898019561e-07
"ZW",2022-06-16,200,"Bare areas",2.2532971399869e-07
"ZW",2022-06-16,210,"Water bodies",1.35394416961068e-06
"BW",2022-07-16,10,"Crops rainfed",2.93364971708935e-07
"ZW",2022-07-16,10,"Crops rainfed",1.06084184145592e-06
"BW",2022-07-16,30,"Crop-tree mosaic",4.15748470969651e-07
"ZW",2022-07-16,30,"Crop-tree mosaic",9.90309479278071e-07
"BW",2022-07-16,60,"Woodland",2.6231595200865e-07
"ZW",2022-07-16,60,"Woodland",1.06446240994745e-06
"BW",2022-07-16,120,"Shrubland",2.82977728016559e-07
"ZW",2022-07-16,120,"Shrubland",5.41111548978014e-07
"BW",2022-07-16,130,"Grassland",2.79314926664278e-07
"ZW",2022-07-16,130,"Grassland",7.34925496283798e-07
"BW",2022-07-16,180,"Flooded Vegetation",2.4949362590313e-07
"ZW",2022-07-16,180,"Flooded Vegetation",5.28830662314925e-07
"BW",2022-07-16,190,"Built areas",2.47685193244251e-07
"ZW",2022-07-16,190,"Built areas",5.81788054107307e-07
"BW",2022-07-16,200,"Bare areas",2.61976026183224e-07
"ZW",2022-07-16,200,"Bare areas",5.98156816522533e-07
"ZW",2022-07-16,210,"Water bodies",4.54412598602601e-07
"BW",2022-08-16,10,"Crops rainfed",1.60369774642058e-07
"ZW",2022-08-16,10,"Crops rainfed",2.3998005997348e-07
"BW",2022-08-16,30,"Crop-tree mosaic",1.76509538543459e-07
"ZW",2022-08-16,30,"Crop-tree mosaic",2.50030688375159e-07
"BW",2022-08-16,60,"Woodland",1.44262897698816e-07
"ZW",2022-08-16,60,"Woodland",2.7527779361771e-07
"BW",2022-08-16,120,"Shrubland",1.49684986978098e-07
"ZW",2022-08-16,120,"Shrubland",1.77025665831084e-07
"BW",2022-08-16,130,"Grassland",1.36461887860201e-07
"ZW",2022-08-16,130,"Grassland",2.21101078759409e-07
"BW",2022-08-16,180,"Flooded Vegetation",1.83669292531753e-07
"ZW",2022-08-16,180,"Flooded Vegetation",2.13794479738028e-07
"BW",2022-08-16,190,"Built areas",1.83217167659677e-07
"ZW",2022-08-16,190,"Built areas",1.83669389896925e-07
"BW",2022-08-16,200,"Bare areas",1.85748719042852e-07
"ZW",2022-08-16,200,"Bare areas",1.89362552305283e-07
"ZW",2022-08-16,210,"Water bodies",1.89285430537374e-07
"BW",2022-09-16,10,"Crops rainfed",4.83558008625792e-09
"ZW",2022-09-16,10,"Crops rainfed",3.75929528565644e-08
"BW",2022-09-16,30,"Crop-tree mosaic",8.1273145997408e-09
"ZW",2022-09-16,30,"Crop-tree mosaic",4.13423977323479e-08
"BW",2022-09-16,60,"Woodland",5.10106906535756e-09
"ZW",2022-09-16,60,"Woodland",3.24436904912574e-08
"BW",2022-09-16,120,"Shrubland",5.22916922622561e-09
"ZW",2022-09-16,120,"Shrubland",1.60022465226696e-08
"BW",2022-09-16,130,"Grassland",5.2159173670981e-09
"ZW",2022-09-16,130,"Grassland",2.14279692710596e-08
"BW",2022-09-16,180,"Flooded Vegetation",6.48055740002193e-09
"ZW",2022-09-16,180,"Flooded Vegetation",2.23840653135472e-08
"BW",2022-09-16,190,"Built areas",6.52887610641528e-09
"ZW",2022-09-16,190,"Built areas",2.17048749368834e-08
"BW",2022-09-16,200,"Bare areas",6.11159483380025e-09
"ZW",2022-09-16,200,"Bare areas",2.26966410110663e-08
"ZW",2022-09-16,210,"Water bodies",1.95441783095549e-08
"BW",2022-10-16,10,"Crops rainfed",1.14488884374714e-06
"ZW",2022-10-16,10,"Crops rainfed",7.51824111184051e-07
"BW",2022-10-16,30,"Crop-tree mosaic",1.04919626958089e-06
"ZW",2022-10-16,30,"Crop-tree mosaic",6.94666470081185e-07
"BW",2022-10-16,60,"Woodland",9.96020808552356e-07
"ZW",2022-10-16,60,"Woodland",9.43560948712379e-07
"BW",2022-10-16,120,"Shrubland",1.02271547269958e-06
"ZW",2022-10-16,120,"Shrubland",7.63905866706949e-07
"BW",2022-10-16,130,"Grassland",1.09972648563706e-06
"ZW",2022-10-16,130,"Grassland",8.32105528237004e-07
"BW",2022-10-16,180,"Flooded Vegetation",4.08621242452166e-07
"ZW",2022-10-16,180,"Flooded Vegetation",1.18448612960119e-06
"BW",2022-10-16,190,"Built areas",3.92305508967183e-07
"ZW",2022-10-16,190,"Built areas",8.60609593543841e-07
"BW",2022-10-16,200,"Bare areas",5.23303143371206e-07
"ZW",2022-10-16,200,"Bare areas",6.50225103981938e-07
"ZW",2022-10-16,210,"Water bodies",1.56585052672923e-06
"BW",2022-11-16,10,"Crops rainfed",2.29900255103267e-05
"ZW",2022-11-16,10,"Crops rainfed",2.19888152831479e-05
"BW",2022-11-16,30,"Crop-tree mosaic",2.35194061623914e-05
"ZW",2022-11-16,30,"Crop-tree mosaic",2.29887635080554e-05
"BW",2022-11-16,60,"Woodland",2.23432187679529e-05
"ZW",2022-11-16,60,"Woodland",2.29624759035488e-05
"BW",2022-11-16,120,"Shrubland",2.14903625696884e-05
"ZW",2022-11-16,120,"Shrubland",1.61237066100605e-05
"BW",2022-11-16,130,"Grassland",2.10384756878113e-05
"ZW",2022-11-16,130,"Grassland",1.97474441766384e-05
"BW",2022-11-16,180,"Flooded Vegetation",1.87707553138623e-05
"ZW",2022-11-16,180,"Flooded Vegetation",1.94606006213386e-05
"BW",2022-11-16,190,"Built areas",1.87210316653363e-05
"ZW",2022-11-16,190,"Built areas",1.36296737902067e-05
"BW",2022-11-16,200,"Bare areas",1.92370733005971e-05
"ZW",2022-11-16,200,"Bare areas",1.32627264974872e-05
"ZW",2022-11-16,210,"Water bodies",1.98269659924098e-05
"BW",2022-12-16,10,"Crops rainfed",6.12287267020773e-05
"ZW",2022-12-16,10,"Crops rainfed",5.95297751729807e-05
"BW",2022-12-16,30,"Crop-tree mosaic",5.81249245251536e-05
"ZW",2022-12-16,30,"Crop-tree mosaic",5.99113754298279e-05
"BW",2022-12-16,60,"Woodland",6.0510332679302e-05
"ZW",2022-12-16,60,"Woodland",7.21735522507523e-05
"BW",2022-12-16,120,"Shrubland",6.03287065740159e-05
"ZW",2022-12-16,120,"Shrubland",5.01112527802568e-05
"BW",2022-12-16,130,"Grassland",6.14058295795872e-05
"ZW",2022-12-16,130,"Grassland",5.94157175448225e-05
"BW",2022-12-16,180,"Flooded Vegetation",5.71737243287341e-05
"ZW",2022-12-16,180,"Flooded Vegetation",4.48290846132948e-05
"BW",2022-12-16,190,"Built areas",5.70495503779966e-05
"ZW",2022-12-16,190,"Built areas",4.19801806917555e-05
"BW",2022-12-16,200,"Bare areas",5.81026597227758e-05
"ZW",2022-12-16,200,"Bare areas",4.13264897360932e-05
"ZW",2022-12-16,210,"Water bodies",4.44157310440737e-05
"BW",2023-01-16,10,"Crops rainfed",4.09722200948672e-05
"ZW",2023-01-16,10,"Crops rainfed",4.30051490553155e-05
"BW",2023-01-16,30,"Crop-tree mosaic",4.27208078504844e-05
"ZW",2023-01-16,30,"Crop-tree mosaic",5.11070667613675e-05
"BW",2023-01-16,60,"Woodland",3.88285914731266e-05
"ZW",2023-01-16,60,"Woodland",4.41859142135793e-05
"BW",2023-01-16,120,"Shrubland",4.07092956394468e-05
"ZW",2023-01-16,120,"Shrubland",3.99013806047012e-05
"BW",2023-01-16,130,"Grassland",4.09350745643906e-05
"ZW",2023-01-16,130,"Grassland",4.59673039441131e-05
"BW",2023-01-16,180,"Flooded Vegetation",4.5039171881571e-05
"ZW",2023-01-16,180,"Flooded Vegetation",3.44143589198864e-05
"BW",2023-01-16,190,"Built areas",4.50283332611434e-05
"ZW",2023-01-16,190,"Built areas",3.32081885169507e-05
"BW",2023-01-16,200,"Bare areas",4.4987231724951e-05
"ZW",2023-01-16,200,"Bare areas",3.26737172144931e-05
"ZW",2023-01-16,210,"Water bodies",3.47962462436281e-05
"BW",2023-02-15,10,"Crops rainfed",3.94950689319199e-05
"ZW",2023-02-15,10,"Crops rainfed",5.93704349192021e-05
"BW",2023-02-15,30,"Crop-tree mosaic",3.84331244923824e-05
"ZW",2023-02-15,30,"Crop-tree mosaic",4.53906875569498e-05
"BW",2023-02-15,60,"Woodland",3.89533764116553e-05
"ZW",2023-02-15,60,"Woodland",5.26778537880597e-05
"BW",2023-02-15,120,"Shrubland",3.75833978701705e-05
"ZW",2023-02-15,120,"Shrubland",6.13305893001439e-05
"BW",2023-02-15,130,"Grassland",3.66507121543127e-05
"ZW",2023-02-15,130,"Grassland",4.63970224080805e-05
"BW",2023-02-15,180,"Flooded Vegetation",3.36036539158306e-05
"ZW",2023-02-15,180,"Flooded Vegetation",6.6305890355486e-05
"BW",2023-02-15,190,"Built areas",3.35656040988397e-05
"ZW",2023-02-15,190,"Built areas",8.26343088146659e-05
"BW",2023-02-15,200,"Bare areas",3.3979260061056e-05
"ZW",2023-02-15,200,"Bare areas",8.34474485600367e-05
"ZW",2023-02-15,210,"Water bodies",6.63664564933203e-05
"BW",2023-03-16,10,"Crops rainfed",1.95478193109146e-05
"ZW",2023-03-16,10,"Crops rainfed",1.26693667050024e-05
"BW",2023-03-16,30,"Crop-tree mosaic",1.70539195231584e-05
"ZW",2023-03-16,30,"Crop-tree mosaic",1.53377667677493e-05
"BW",2023-03-16,60,"Woodland",1.9288518697488e-05
"ZW",2023-03-16,60,"Woodland",1.21841315618608e-05
"BW",2023-03-16,120,"Shrubland",1.8399445701267e-05
"ZW",2023-03-16,120,"Shrubland",9.60602656039261e-06
"BW",2023-03-16,130,"Grassland",1.65587126063713e-05
"ZW",2023-03-16,130,"Grassland",1.30315329486691e-05
"BW",2023-03-16,180,"Flooded Vegetation",1.65248853296067e-05
"ZW",2023-03-16,180,"Flooded Vegetation",8.42770951072826e-06
"BW",2023-03-16,190,"Built areas",1.65476285474142e-05
"ZW",2023-03-16,190,"Built areas",7.25500980229745e-06
"BW",2023-03-16,200,"Bare areas",1.6552554335882e-05
"ZW",2023-03-16,200,"Bare areas",7.07585559212021e-06
"ZW",2023-03-16,210,"Water bodies",8.71700601494566e-06
"BW",2023-04-16,10,"Crops rainfed",7.95807367072595e-07
"ZW",2023-04-16,10,"Crops rainfed",1.43929666692374e-06
"BW",2023-04-16,30,"Crop-tree mosaic",7.89701201167493e-07
"ZW",2023-04-16,30,"Crop-tree mosaic",1.50647094383955e-06
"BW",2023-04-16,60,"Woodland",7.72599194008636e-07
"ZW",2023-04-16,60,"Woodland",1.36367167638304e-06
"BW",2023-04-16,120,"Shrubland",7.28389627289615e-07
"ZW",2023-04-16,120,"Shrubland",7.35807303187341e-07
"BW",2023-04-16,130,"Grassland",7.38799568708509e-07
"ZW",2023-04-16,130,"Grassland",1.0527101767686e-06
"BW",2023-04-16,180,"Flooded Vegetation",5.16351971438436e-07
"ZW",2023-04-16,180,"Flooded Vegetation",8.81638750517875e-07
"BW",2023-04-16,190,"Built areas",5.12107021677366e-07
"ZW",2023-04-16,190,"Built areas",7.27437410620571e-07
"BW",2023-04-16,200,"Bare areas",5.52390377804706e-07
"ZW",2023-04-16,200,"Bare areas",7.26970199593779e-07
"ZW",2023-04-16,210,"Water bodies",8.89457274596502e-07
"BW",2023-05-16,10,"Crops rainfed",7.10255506809224e-07
"ZW",2023-05-16,10,"Crops rainfed",1.02514889049507e-06
"BW",2023-05-16,30,"Crop-tree mosaic",6.67316428432242e-07
"ZW",2023-05-16,30,"Crop-tree mosaic",1.01306755450898e-06
"BW",2023-05-16,60,"Woodland",5.76052722294184e-07
"ZW",2023-05-16,60,"Woodland",9.93980879243005e-07
"BW",2023-05-16,120,"Shrubland",6.13072099482604e-07
"ZW",2023-05-16,120,"Shrubland",7.33243338528448e-07
"BW",2023-05-16,130,"Grassland",5.7015480333312e-07
"ZW",2023-05-16,130,"Grassland",8.45109034552683e-07
"BW",2023-05-16,180,"Flooded Vegetation",5.4840902797927e-07
"ZW",2023-05-16,180,"Flooded Vegetation",6.91269572318841e-07
"BW",2023-05-16,190,"Built areas",5.46437149751e-07
"ZW",2023-05-16,190,"Built areas",8.18428176347477e-07
"BW",2023-05-16,200,"Bare areas",5.59672681741658e-07
"ZW",2023-05-16,200,"Bare areas",8.36528499803535e-07
"ZW",2023-05-16,210,"Water bodies",5.85776630216465e-07
"BW",2023-06-16,10,"Crops rainfed",2.41599413568771e-07
"ZW",2023-06-16,10,"Crops rainfed",2.28321445395591e-07
"BW",2023-06-16,30,"Crop-tree mosaic",2.78437970346555e-07
"ZW",2023-06-16,30,"Crop-tree mosaic",2.88825243765078e-07
"BW",2023-06-16,60,"Woodland",2.51525514282828e-07
"ZW",2023-06-16,60,"Woodland",2.16767069894716e-07
"BW",2023-06-16,120,"Shrubland",2.42718490623547e-07
"ZW",2023-06-16,120,"Shrubland",1.91055643185824e-07
"BW",2023-06-16,130,"Grassland",2.34566400992489e-07
"ZW",2023-06-16,130,"Grassland",2.4561570616682e-07
"BW",2023-06-16,180,"Flooded Vegetation",2.1595204893979e-07
"ZW",2023-06-16,180,"Flooded Vegetation",1.79633633187666e-07
"BW",2023-06-16,190,"Built areas",2.14282991350956e-07
"ZW",2023-06-16,190,"Built areas",1.62634029910836e-07
"BW",2023-06-16,200,"Bare areas",2.30362599938887e-07
"ZW",2023-06-16,200,"Bare areas",1.57306942583091e-07
"ZW",2023-06-16,210,"Water bodies",1.83138424386905e-07
"BW",2023-07-16,10,"Crops rainfed",1.45637408660788e-07
"ZW",2023-07-16,10,"Crops rainfed",3.94326629902514e-07
"BW",2023-07-16,30,"Crop-tree mosaic",1.46033244847458e-07
"ZW",2023-07-16,30,"Crop-tree mosaic",3.43324427929821e-07
"BW",2023-07-16,60,"Woodland",1.36494177959933e-07
"ZW",2023-07-16,60,"Woodland",4.10390930313049e-07
"BW",2023-07-16,120,"Shrubland",1.38660889480217e-07
"ZW",2023-07-16,120,"Shrubland",2.3749381762731e-07
"BW",2023-07-16,130,"Grassland",1.3771027667663e-07
"ZW",2023-07-16,130,"Grassland",2.60018670955902e-07
"BW",2023-07-16,180,"Flooded Vegetation",1.39543310432281e-07
"ZW",2023-07-16,180,"Flooded Vegetation",3.9722994215889e-07
"BW",2023-07-16,190,"Built areas",1.39090246875639e-07
"ZW",2023-07-16,190,"Built areas",2.45881269416632e-07
"BW",2023-07-16,200,"Bare areas",1.42330776867422e-07
"ZW",2023-07-16,200,"Bare areas",2.49480052616491e-07
"ZW",2023-07-16,210,"Water bodies",3.52606739709764e-07
"BW",2023-08-16,10,"Crops rainfed",4.67618713010196e-09
"ZW",2023-08-16,10,"Crops rainfed",4.15249217697863e-08
"BW",2023-08-16,30,"Crop-tree mosaic",1.01092599636416e-08
"ZW",2023-08-16,30,"Crop-tree mosaic",4.25787213508424e-08
"BW",2023-08-16,60,"Woodland",2.68125896115579e-09
"ZW",2023-08-16,60,"Woodland",3.93994487965137e-08
"BW",2023-08-16,120,"Shrubland",3.18126938558902e-09
"ZW",2023-08-16,120,"Shrubland",1.63521046305264e-08
"BW",2023-08-16,130,"Grassland",3.25302312606326e-10
"ZW",2023-08-16,130,"Grassland",2.38353309760349e-08
"BW",2023-08-16,180,"Flooded Vegetation",0
"ZW",2023-08-16,180,"Flooded Vegetation",2.6964769425866e-08
"BW",2023-08-16,190,"Built areas",0
"ZW",2023-08-16,190,"Built areas",2.34861407483609e-08
"BW",2023-08-16,200,"Bare areas",1.27133798244958e-11
"ZW",2023-08-16,200,"Bare areas",2.43071891503632e-08
"ZW",2023-08-16,210,"Water bodies",2.39058192613476e-08
"BW",2023-09-16,10,"Crops rainfed",1.54499974503293e-07
"ZW",2023-09-16,10,"Crops rainfed",1.98658190263913e-08
"BW",2023-09-16,30,"Crop-tree mosaic",1.21225791486086e-07
"ZW",2023-09-16,30,"Crop-tree mosaic",2.25745027026342e-08
"BW",2023-09-16,60,"Woodland",1.61561198486547e-07
"ZW",2023-09-16,60,"Woodland",1.68608644350388e-08
"BW",2023-09-16,120,"Shrubland",1.28832236608939e-07
"ZW",2023-09-16,120,"Shrubland",1.53399698101073e-08
"BW",2023-09-16,130,"Grassland",1.26551293636945e-07
"ZW",2023-09-16,130,"Grassland",1.94206656399017e-08
"BW",2023-09-16,180,"Flooded Vegetation",1.51995032056036e-08
"ZW",2023-09-16,180,"Flooded Vegetation",9.79463605378401e-09
"BW",2023-09-16,190,"Built areas",1.49550487549277e-08
"ZW",2023-09-16,190,"Built areas",1.80383585118335e-08
"BW",2023-09-16,200,"Bare areas",1.75323178185423e-08
"ZW",2023-09-16,200,"Bare areas",1.81168733348613e-08
"ZW",2023-09-16,210,"Water bodies",7.71594188059518e-09
"BW",2023-10-16,10,"Crops rainfed",6.04241271953287e-06
"ZW",2023-10-16,10,"Crops rainfed",2.12941957586078e-06
"BW",2023-10-16,30,"Crop-tree mosaic",5.06294933073643e-06
"ZW",2023-10-16,30,"Crop-tree mosaic",2.54865117606126e-06
"BW",2023-10-16,60,"Woodland",5.83622275640603e-06
"ZW",2023-10-16,60,"Woodland",1.99461028059754e-06
"BW",2023-10-16,120,"Shrubland",5.36323593839136e-06
"ZW",2023-10-16,120,"Shrubland",2.13496701791857e-06
"BW",2023-10-16,130,"Grassland",5.48005957077859e-06
"ZW",2023-10-16,130,"Grassland",2.76647250514388e-06
"BW",2023-10-16,180,"Flooded Vegetation",4.22759579098941e-06
"ZW",2023-10-16,180,"Flooded Vegetation",1.25288209591627e-06
"BW",2023-10-16,190,"Built areas",4.23866731580347e-06
"ZW",2023-10-16,190,"Built areas",1.35462360736985e-06
"BW",2023-10-16,200,"Bare areas",4.17239143158881e-06
"ZW",2023-10-16,200,"Bare areas",1.286131237066e-06
"ZW",2023-10-16,210,"Water bodies",1.27746639763067e-06
"BW",2023-11-16,10,"Crops rainfed",2.12053474417276e-05
"ZW",2023-11-16,10,"Crops rainfed",1.99807895203927e-05
"BW",2023-11-16,30,"Crop-tree mosaic",2.015344558278e-05
"ZW",2023-11-16,30,"Crop-tree mosaic",2.2069542277597e-05
"BW",2023-11-16,60,"Woodland",2.22061418261206e-05
"ZW",2023-11-16,60,"Woodland",2.18685145428036e-05
"BW",2023-11-16,120,"Shrubland",2.13146555633175e-05
"ZW",2023-11-16,120,"Shrubland",1.64046105840795e-05
"BW",2023-11-16,130,"Grassland",2.21539976788682e-05
"ZW",2023-11-16,130,"Grassland",2.02221344388668e-05
"BW",2023-11-16,180,"Flooded Vegetation",1.64348209698408e-05
"ZW",2023-11-16,180,"Flooded Vegetation",1.52046736146962e-05
"BW",2023-11-16,190,"Built areas",1.64586890605278e-05
"ZW",2023-11-16,190,"Built areas",1.43476764002239e-05
"BW",2023-11-16,200,"Bare areas",1.6387909463061e-05
"ZW",2023-11-16,200,"Bare areas",1.39540215968736e-05
"ZW",2023-11-16,210,"Water bodies",1.54629578011499e-05
"BW",2023-12-16,10,"Crops rainfed",2.29064666427465e-05
"ZW",2023-12-16,10,"Crops rainfed",1.85304536358063e-05
"BW",2023-12-16,30,"Crop-tree mosaic",2.20667622005041e-05
"ZW",2023-12-16,30,"Crop-tree mosaic",1.91761782471498e-05
"BW",2023-12-16,60,"Woodland",2.3405129745104e-05
"ZW",2023-12-16,60,"Woodland",1.97467117263362e-05
"BW",2023-12-16,120,"Shrubland",2.31950015352464e-05
"ZW",2023-12-16,120,"Shrubland",1.93606693678496e-05
"BW",2023-12-16,130,"Grassland",2.3411177968292e-05
"ZW",2023-12-16,130,"Grassland",1.95470111828319e-05
"BW",2023-12-16,180,"Flooded Vegetation",2.0210370977922e-05
"ZW",2023-12-16,180,"Flooded Vegetation",1.67756032122923e-05
"BW",2023-12-16,190,"Built areas",2.02153187274234e-05
"ZW",2023-12-16,190,"Built areas",1.43642410042988e-05
"BW",2023-12-16,200,"Bare areas",2.02530954222172e-05
"ZW",2023-12-16,200,"Bare areas",1.36804419526015e-05
"ZW",2023-12-16,210,"Water bodies",1.82633666554466e-05
"BW",2024-01-16,10,"Crops rainfed",6.00617902408241e-05
"ZW",2024-01-16,10,"Crops rainfed",6.50461761467352e-05
"BW",2024-01-16,30,"Crop-tree mosaic",5.8277456666458e-05
"ZW",2024-01-16,30,"Crop-tree mosaic",6.22965648632569e-05
"BW",2024-01-16,60,"Woodland",5.85451061175865e-05
"ZW",2024-01-16,60,"Woodland",6.38448328012572e-05
"BW",2024-01-16,120,"Shrubland",5.95785281981839e-05
"ZW",2024-01-16,120,"Shrubland",6.2861322363587e-05
"BW",2024-01-16,130,"Grassland",5.8899355661003e-05
"ZW",2024-01-16,130,"Grassland",6.2798189958982e-05
"BW",2024-01-16,180,"Flooded Vegetation",6.65193131410618e-05
"ZW",2024-01-16,180,"Flooded Vegetation",6.34118562000087e-05
"BW",2024-01-16,190,"Built areas",6.65966945234686e-05
"ZW",2024-01-16,190,"Built areas",6.84885821539676e-05
"BW",2024-01-16,200,"Bare areas",6.56738037883849e-05
"ZW",2024-01-16,200,"Bare areas",6.87923457007855e-05
"ZW",2024-01-16,210,"Water bodies",6.18504217646146e-05
"BW",2024-02-15,10,"Crops rainfed",6.28204625429424e-05
"ZW",2024-02-15,10,"Crops rainfed",6.91600903406531e-05
"BW",2024-02-15,30,"Crop-tree mosaic",6.51913517476423e-05
"ZW",2024-02-15,30,"Crop-tree mosaic",6.26071928353576e-05
"BW",2024-02-15,60,"Woodland",7.51592851016797e-05
"ZW",2024-02-15,60,"Woodland",7.27683427120683e-05
"BW",2024-02-15,120,"Shrubland",6.99151679070719e-05
"ZW",2024-02-15,120,"Shrubland",6.86312385045729e-05
"BW",2024-02-15,130,"Grassland",7.49495229063065e-05
"ZW",2024-02-15,130,"Grassland",6.97968166505334e-05
"BW",2024-02-15,180,"Flooded Vegetation",6.03823338334788e-05
"ZW",2024-02-15,180,"Flooded Vegetation",5.52678941928137e-05
"BW",2024-02-15,190,"Built areas",6.08125483267941e-05
"ZW",2024-02-15,190,"Built areas",6.30365223614029e-05
"BW",2024-02-15,200,"Bare areas",5.82118488740473e-05
"ZW",2024-02-15,200,"Bare areas",6.17125842836685e-05
"ZW",2024-02-15,210,"Water bodies",5.7276360206268e-05
"BW",2024-03-15,10,"Crops rainfed",1.548831524973e-05
"ZW",2024-03-15,10,"Crops rainfed",1.16419179754897e-05
"BW",2024-03-15,30,"Crop-tree mosaic",1.38214090772739e-05
"ZW",2024-03-15,30,"Crop-tree mosaic",1.19571482401271e-05
"BW",2024-03-15,60,"Woodland",1.26706666571209e-05
"ZW",2024-03-15,60,"Woodland",1.17908397521864e-05
"BW",2024-03-15,120,"Shrubland",1.30450728771512e-05
"ZW",2024-03-15,120,"Shrubland",1.16095456100324e-05
"BW",2024-03-15,130,"Grassland",1.19069841421414e-05
"ZW",2024-03-15,130,"Grassland",1.14332374404772e-05
"BW",2024-03-15,180,"Flooded Vegetation",1.20476146352106e-05
"ZW",2024-03-15,180,"Flooded Vegetation",1.48052291152476e-05
"BW",2024-03-15,190,"Built areas",1.19099122457555e-05
"ZW",2024-03-15,190,"Built areas",1.05614327018199e-05
"BW",2024-03-15,200,"Bare areas",1.29694120922257e-05
"ZW",2024-03-15,200,"Bare areas",1.05571043604868e-05
"ZW",2024-03-15,210,"Water bodies",1.48786024233825e-05
"BW",2024-04-15,10,"Crops rainfed",9.19459935892081e-06
"ZW",2024-04-15,10,"Crops rainfed",6.46539470240016e-06
"BW",2024-04-15,30,"Crop-tree mosaic",6.60504595360939e-06
"ZW",2024-04-15,30,"Crop-tree mosaic",6.23097181827164e-06
"BW",2024-04-15,60,"Woodland",8.13586022723871e-06
"ZW",2024-04-15,60,"Woodland",5.25131362666832e-06
"BW",2024-04-15,120,"Shrubland",7.75992123971744e-06
"ZW",2024-04-15,120,"Shrubland",7.51338912406194e-06
"BW",2024-04-15,130,"Grassland",6.65500215925963e-06
"ZW",2024-04-15,130,"Grassland",6.49168127358985e-06
"BW",2024-04-15,180,"Flooded Vegetation",1.07946855899393e-05
"ZW",2024-04-15,180,"Flooded Vegetation",5.42041486649116e-06
"BW",2024-04-15,190,"Built areas",1.07934447441949e-05
"ZW",2024-04-15,190,"Built areas",9.0950367806528e-06
"BW",2024-04-15,200,"Bare areas",1.07158541088706e-05
"ZW",2024-04-15,200,"Bare areas",9.41171401791507e-06
"ZW",2024-04-15,210,"Water bodies",4.21374944830464e-06
"BW",2024-05-15,10,"Crops rainfed",2.26050346766479e-06
"ZW",2024-05-15,10,"Crops rainfed",1.38549922093663e-06
"BW",2024-05-15,30,"Crop-tree mosaic",2.28867784638781e-06
"ZW",2024-05-15,30,"Crop-tree mosaic",1.67814903114894e-06
"BW",2024-05-15,60,"Woodland",1.95754034968092e-06
"ZW",2024-05-15,60,"Woodland",1.20670811616285e-06
"BW",2024-05-15,120,"Shrubland",1.87528826102425e-06
"ZW",2024-05-15,120,"Shrubland",1.12248113861925e-06
